"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Padi",424008.559335502,428086.568758765,432202.73926517,436358.489806355,440554.201057833,444790.25757507,449067.046810682,453384.960614065,457744.394150421,462145.74687421,466589.421534969,471075.824962642,475605.368451029,480178.466136744,484795.537321931,489457.004394574
"Tanaman Bahan Makanan lainnya",1128602.24650455,1209268.62805831,1295642.37036328,1388185.60982891,1487339.02363892,1593574.76597626,1707398.71529977,1829352.88674285,1960018.00751075,2100016.28785403,2250014.38043099,2410726.55696886,2582918.10650267,2767408.9832465,2965077.70873299,3176865.55666659
"Kopi",790941.202578959,748187.624042916,707745.050018047,669488.560799502,633299.989950799,599067.558144025,566685.528155771,536053.877936625,507077.992765133,479668.371614621,453740.351528116,429213.846131594,406013.097740698,384066.443815084,363306.095547193,343667.928275619
"Karet",116555.80006007,113318.618553734,110170.857430417,107110.535694561,104135.224359511,101242.561962927,98430.2525241695,95696.0639548497,93037.8261835927,90453.429366733,87940.8222732552,85498.0106813806,83123.0557781161,80814.0725796651,78569.2284885746,76386.7418230338
"Kelapa Sawit",466223.199828955,453272.567198031,440681.662090014,428440.504375398,416539.378826,404968.840071421,393719.705299772,382783.046535315,372150.183819331,361812.678414063,351762.325959548,341991.150050524,332491.395655373,323255.523354647,314276.20304138,305546.308356828
"Tanaman Perkebunan lainnya",1399806.39986218,1386601.17915075,1373520.01265098,1360562.25467762,1347726.74075104,1335012.31773243,1322417.84313399,1309942.18532905,1297584.22345746,1285342.84703196,1273216.95597344,1261205.46104296,1249307.28278679,1237521.35275921,1225846.6108081,1214282.00787486
"Peternakan dan Hasil-hasilnya",12956.8999945517,12597.2449186339,12247.309737991,11907.0958344161,11576.333107868,11254.7589722894,10942.1181319381,10638.1623904481,10342.6504503785,10055.3477186363,9776.02612054803,9504.46392227221,9240.44555053283,8983.7614227239,8734.20778064067,8491.5865289448
"Kehutanan",409763.150533014,408924.295572122,404938.019676653,400996.017699647,397097.525920589,393241.805888464,389428.143122151,385655.845946115,381924.24468762,378232.690240896,374580.553590125,370967.224626166,367392.111272984,363854.638869101,360354.249209385,356890.400256589
"Perikanan",62383.6000004944,58484.7389364761,54829.4378248382,51402.5935036486,48189.9274741239,45178.0534450434,42354.4219524864,39707.2677421909,37225.5609854412,34898.961155708,32717.7740658626,30672.9113854368,28755.852810351,26958.6105623565,25273.6961137934,23694.0889555605
"Pertambangan Migas",18589.1500005202,20333.2875033324,22239.4617832079,24324.3368431263,26604.6657441874,29098.7721471384,31826.6975499778,34810.3623399014,38073.7419198518,41643.0593993444,45546.996292286,49816.9229722156,54487.150811087,59595.2078494184,65182.1403747349,71292.8427531615
"Pertambangan Non Migas",18589.1500001835,20331.8965165324,22238.011130935,24322.8239529074,26603.0879453848,29097.1266635682,31824.981469059,34808.5726402839,38071.87543487,41641.1128404156,45544.9662109535,49814.8057952473,54484.9427889673,59592.9050910363,65179.7388171265,71290.3381429861
"Penggalian",12561.9500003102,10811.5217771386,9304.99796601299,8008.39965504129,6892.47492081146,5932.04792899804,5105.4509562875,4394.0355521634,3781.75182137166,3254.78633116448,2801.25047097529,2410.91224101762,2074.96541279875,1785.83085507474,1536.98554465705,1322.81540567693
"Industri Penggilingan Padi",339.014000010421,355.9656980945,373.763934690686,392.452082715994,412.074637978219,432.678321260089,454.312188423184,477.027749040267,500.879087449562,525.922992933576,552.21909349613,579.82999877358,608.821449761709,639.262472722461,671.225547219129,704.786775126547
"Industri Minyak Hewani dan Nabati",1695.06999983322,1779.82352366501,1868.81469876905,1962.25543260101,2060.36820299337,2163.38661159259,2271.55594116561,2385.13373731977,2504.39042294287,2629.60994276798,2761.09043858295,2899.14495975853,3044.10220649827,3196.30731567748,3356.12267992485,3523.9288129285
"Industri Makanan dan Minuman lainnya",1695.07000128724,1413.00422235557,1177.48623493703,981.224795951702,817.676418525819,681.388345473197,567.816732464256,473.175136760711,394.308264912588,328.586765164264,273.819558621147,228.180783913482,190.148919840487,158.45605588584,132.045618873774,110.037146177699
"Industri Tekstil dan Pakain Jadi",1695.07000576361,1280.82634634691,967.518199768337,730.850047919329,552.07445363291,417.029951473039,315.019224904142,237.961706657806,179.753472069931,135.783715553842,102.56950710756,77.4798944361904,58.5274949577231,44.2110682865245,33.3965982269636,25.2274641815014
"Industri Kayu,barang-barang dari kayu dan Furniture",314481.633527963,303804.594239698,293487.952139638,283521.648258276,273893.785282638,264592.869956948,255607.799366387,246927.847651727,238542.653232246,230442.206406687,222616.837385298,215057.204870516,207754.284627789,200699.35895875,193884.006424873,187300.09133185
"Industri Karet dan barang-barang dari karet",847.534999991627,729.43893042417,627.79567747818,540.315850707506,465.025853987458,400.227101371878,344.457695210849,296.459445820001,255.149485402625,219.595837721579,188.996392364904,162.660808686071,139.994941235253,120.487435412852,103.698191106872,89.2484337339219
"Industri Kimia dan barang-barang dr kimia",847.534999530233,809.175187067083,772.38717400331,737.272002059583,703.753573793296,671.759256157585,641.21972219748,612.06880073117,584.243332341514,557.683032234077,532.330358989735,508.130389851802,485.030701411198,462.981255365779,441.934290481824,421.844218322047
"Industri Bubur Kertas (Pulp) dan barang2 dari kertas",847.53499970824,700.724300730482,579.338745580686,478.980660790397,396.007481675412,327.40764110159,270.691262752954,223.799788698595,185.031262864686,152.978557009204,126.478298143295,104.568643005554,86.454367272018,71.4780023150568,59.0959720966377,48.8588634809843
"Industri Barang Galian Bukan Logam",1695.06999936324,1575.07881332322,1463.56825405042,1359.95230930585,1263.67206148228,1174.20816301554,1091.07803520291,1013.83326463135,942.057184565479,875.362627312091,813.389835565002,755.804522087987,702.296066365266,652.575838984233,606.375644519768,563.446275393193
"Industri Barang dari logam, bukan mesin dan perlatan",1695.0699999148,1575.06617642058,1463.55702097904,1359.94232406313,1263.66318547994,1174.20027265535,1091.071021173,1013.82703021451,942.051642773656,875.357700854315,813.385456365511,755.800629606476,702.292605841938,652.572762981142,606.372909997471,563.443844619689
"Industri Kendaraan bermotor dan alat angkutan",508.520996439382,494.894003598656,481.126170479042,467.742220150175,454.731388996584,442.083219385232,429.787550556978,417.834510070515,406.214505385706,394.918215530761,383.936583344586,373.260807823636,362.882336570108,352.79285873593,342.984297860031,333.448805349522
"Industri Migas",508.521000030851,476.629928620425,446.598691097971,418.459916646882,392.094319755619,367.390137200286,344.242652711099,322.553752618765,302.231509284933,283.189790624855,265.347894948346,248.630207872103,232.96588196649,218.288535717402,204.535972049697,191.649914300953
"Industri barang-barang lainnya",1695.06999980295,1603.44508730932,1516.77235959101,1434.78464587638,1357.22870232676,1283.86497342102,1214.46685321529,1148.81998406123,1086.72159550535,1027.97987752862,972.413388559825,919.850494533779,870.128838718455,823.094840709368,778.60322166128,736.516555506352
"Listrik,  Gas dan Air bersih",1695.07000697577,1511.8583203533,1348.27926931052,1202.39934667133,1072.30347443037,956.283795507997,852.817251787226,760.545586625489,678.257511653787,604.872803751427,539.428123049645,481.064365132398,429.015382149613,382.597924536874,341.202670977407,304.286228994332
"Bangunan",1695.06999999027,1328.22740528024,1040.77517439151,815.532762586487,639.036848769734,500.737816169794,392.36917454223,307.453450361652,240.915011592868,188.77668409514,147.922025502984,115.909047518488,90.824251931183,71.1682558371612,55.7661696593988,43.6973710434092
"Perdagangan",1695.07000011705,1603.47983064723,1516.80377590152,1434.81305433917,1357.25439068231,1283.88820235777,1214.48785821352,1148.83897785772,1086.73877091157,1027.99540871359,972.427432930779,919.863194511017,870.140323025181,823.105225787406,778.612612703368,736.525047708896
"Hotel dan Restoran",1695.06999968018,1556.1046283696,1428.32094356761,1311.03094020565,1203.37282346705,1104.55557780619,1013.85315583456,930.599140296618,854.181846394647,784.039825753654,719.657741342351,660.562578365544,606.320169731892,556.532004166235,510.832298448485,468.885309038992
"Angkutan jalan raya",508.520999722951,483.533683761709,457.286540494958,432.468974469351,409.002649987067,386.813570138605,365.831831610291,345.991394395877,327.229864551429,309.488289660783,292.710966144152,276.845257333581,261.841422395747,247.652454737265,234.233929758713,221.543861229769
"Angkutan sungai, danau dan penyeberangan",14709.01391482,15158.6184868355,15603.710664027,16061.9048178969,16533.5861366399,17019.1511424829,17519.0080224828,18033.5769692848,18563.2905382839,19108.5940092217,19669.945759153,20247.8176574642,20842.6954309784,21455.0791139116,22085.4834618083,22734.4383411269
"Angkutan udara",817.014000360748,714.901295043757,625.538064047715,547.345331242336,478.926768489223,419.060591613367,366.677741692905,320.84279372202,280.737252289882,245.644935355192,214.939184609059,188.0716748502,164.562622289362,143.992216702085,125.993124714231,110.243929950469
"Jasa penunjang angkutan",339.014000850761,294.198492809167,255.29569677925,221.537161367158,192.242638136852,166.821831770226,144.762504792614,125.620155335339,109.009060171021,94.5945020157715,82.0860247929182,71.2315806488049,61.8124510710626,53.6388396125102,46.5460473616855,40.3911541736448
"Komunikasi",169.506999922166,122.767245308614,88.899724650689,64.3751830650554,46.616180592694,33.756315740626,24.4440705871416,17.7007695157113,12.8177232063306,9.28174747202497,6.72122943423445,4.86707232140958,3.52441451508742,2.55215037756455,1.848100702682,1.33827416173044
"Bank dan lembaga keuangan lainnya",339.014000034595,287.082136328366,243.093230938432,205.84465874642,174.30360835371,147.595524882288,124.979860880461,105.829542329885,89.6135807604446,75.8823504711528,64.2551213644835,54.4095018400944,46.0724999220239,39.0129536560945,33.0351216474061,27.9732555273535
"Real Estate dan Jasa Perusahaan",339.013999937138,301.678850457829,268.442476832265,238.867823501566,212.551467583363,189.134433102593,168.297293904519,149.75581637017,133.257081797666,118.576036576437,105.512421847384,93.8880420862593,83.5443339627132,74.3402035933963,66.150101727717,58.8623112232932
"Pemerintahan umum",339.014,348.985000098136,359.24926481694,369.815419645224,380.692343852169,391.889177587682,403.415329896396,415.280486745366,427.494618718265,440.067989897618,453.011166189477,466.335024023228,480.050760210016,494.169900240045,508.704309179947,523.666200593914
"Jasa Pendidikan",339.014000001932,284.785130501747,239.218986132342,200.943529129762,168.792228831468,141.785203359171,119.099355553205,100.04328618863,84.0362223399942,70.5903161681648,59.2957770207688,49.8083817784114,41.8389838873135,35.1447009660893,29.5215123929581,24.7980412348733
"Jasa Kesehatan dan Kegiatan Sosial",339.014000334312,257.872594850557,194.733000080918,147.055210085382,111.052278831072,83.8649409815111,63.3343117884841,47.8302933799867,36.1220312736196,27.2801137772019,20.6027341043817,15.5599425622653,11.7515557941812,8.87537666734427,6.70319851907726,5.06268670060648
"Jasa-jasa lainnya",7524.01399904658,7453.75550013275,7383.40521113979,7313.72030775382,7244.69442489466,7176.32125501331,7108.59456341388,7041.50816810073,6975.05595982913,6909.23188397112,6844.02994973585,6779.44422474796,6715.46883738091,6652.09797514766,6589.32588184551,6527.1468580226
"Kegiatan yang tak jelas batasannya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sektor lainnya",3459674.54284927,3463224.31395482,3459709.33873828,3445688.24226109,3420933.84247613,3385159.9801628,3338022.6050206,3279119.97288728,3207992.10474226,3124119.58879939,3026921.81570032,2915754.68466364,2789907.83056113,2648601.37676096,2490982.24230916,2316119.99325388
