"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Hutan.lahan.kering.primer",13910.003419003,13326.3626741242,12979.9566503973,12526.940511413,12020.7911366786,11463.0649078764,10854.0774754294,10187.9758332311,9478.54516066278,8717.87382933495,7904.80031998477,7040.62621666973,6114.43139651891,5132.3372310495,4088.11956449769,2977.7639591178
"Hutan.lahan.kering.sekunder...bekas.tebangan",166914.040485249,160092.130924783,155945.861233858,150559.857772279,144544.121240431,137917.143320981,130682.948861471,122775.0719094,114350.279189218,105318.207744788,95665.0841101485,85404.9563311056,74412.4888556293,62756.1106588161,50363.3985664747,37186.7457768411
"Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder",1126.00019844876,1071.69333595015,1031.04491811533,985.598726789303,938.149416360304,888.717201346788,837.256696244512,783.392746711187,727.804855782219,670.010575966243,609.890412504711,547.458493457703,482.071735217889,414.004715636462,342.867212012025,268.387110930196
"Hutan.tanaman",463449.043378759,460453.450618157,448551.82107943,437485.661207558,425835.403122657,413621.299459131,400868.942172149,387755.173398124,373872.848761389,359417.045849731,344369.808147256,328624.685193019,312398.430870395,295406.20187095,277684.720248943,259178.869322595
"Perkebunan",171551.992435403,165634.275141863,158166.485404679,151358.496944375,144904.634792777,138786.623923102,132989.59078341,127525.455484469,122313.218009218,117371.624028226,112686.56065818,108231.270252196,104033.322085818,100040.550915271,96255.0423961864,92666.0890821265
"Semak.belukar",3472.00082460686,3337.66461015598,3242.58072031537,3124.63574400317,2993.62670478527,2849.93243392145,2693.662138984,2523.77570049545,2342.73409311296,2149.06434853318,1942.47778214997,1723.10179879823,1488.82124708267,1240.56975404933,977.008186351258,697.151703881151
"Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering",880199.867598761,900453.296703766,920976.455654169,942383.801195061,964625.295490026,987740.53885815,1011772.15719884,1036776.70668523,1062770.76201017,1089816.9432493,1117965.53053603,1147262.3001949,1177783.6592341,1209566.75916392,1242679.65195695,1277186.42700591
"Pertanian.lahan.kering..campur.semak...kebun.campur",741848.94969839,761473.707932617,776881.778333444,793819.737545658,811466.07427185,829855.083820716,849031.588343742,869137.947455856,889971.80708379,911697.297928155,934356.712098034,957943.848343539,982657.169737734,1008393.81188468,1035255.80067354,1063297.1250179
"Sawah",872027.018586496,876307.249916984,882024.03695231,887194.105951188,892125.915891492,896829.233945213,901306.747341541,905527.015586532,909566.995193608,913383.213809066,916969.602110945,920333.052672812,923414.824241543,926247.113891753,928795.762793309,931038.09782965
"Tambak",71220.0088066153,66986.1267781256,63732.8839766894,60315.1059968264,56898.5056536811,53478.2533165658,50046.4826721656,46575.680721995,43104.8551265831,39601.339364001,36055.7931263613,32467.8858369451,28797.1190591186,25060.8365521932,21235.8523603086,17307.251506957
"Pemukiman",311244.064159754,290257.244268899,277242.53370722,262714.402881741,247908.544216586,232715.692976413,217032.622371076,200619.815192743,183795.999672707,166313.072491857,148125.74148752,129274.447532184,109487.164829356,88974.7504968426,67635.903765172,45455.654535927
"Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka",11527.0033358095,10880.4292904006,10553.201613964,10106.3837843221,9607.52745261831,9058.09389540794,8458.18360951928,7800.18039646728,7101.81192832355,6353.1348307083,5553.00916998039,4703.59314734499,3791.56491740862,2825.57632244949,1798.67983199487,706.981800064658
"Pertambangan",1663.00001601606,1678.83387797586,1720.93570961688,1796.38434479899,1908.27699671106,2062.00311023537,2264.85686188688,2526.68203927807,2859.39396073333,3279.19416951227,3806.44969861286,4466.76548609725,5293.77161719016,6328.12635428701,7622.52471678917,9243.13996340125
"Tubuh.air",30486.0070495072,28740.085735436,27689.6937830692,26409.2813057098,25039.7077888068,23582.7565185111,22037.4185484574,20386.486353423,18666.2529227463,16854.7414853772,14948.5921808357,12951.460484105,10834.393271684,8614.84866416805,6277.41698000868,3813.17359614421
"Rawa",21.00000607721,19.8220712326202,19.2259246892724,18.4119076490642,17.5030863628858,16.5021229984876,15.4092006419628,14.2104440293062,12.938149604823,11.5742024329725,10.1165257716308,8.56905145261081,6.90750960922885,5.14766225136108,3.27685230084951,1.28798627581832
"Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara",421.000001103732,368.626119530273,322.504338034219,282.194180628311,246.922738177079,216.060189431331,189.055724442332,165.430052014033,144.753882351461,126.662093013281,110.831635689557,96.978965376911,84.8593915986591,74.2538616820135,64.9738951663811,56.8538022786296
