"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Hutan.lahan.kering.primer",13916.0000123462,13332.3561756235,12985.9476258625,12532.9176138768,12026.7447692247,11468.9854767311,10859.955369718,10193.801220034,9484.30867856784,8723.56582702438,7910.41108764452,7046.14606735215,6119.85021948598,5137.64509352464,4093.30625976971,2982.81907709271
"Hutan.lahan.kering.sekunder...bekas.tebangan",167023.00014603,160199.585421725,156052.350644687,150664.983420795,144647.629923626,138018.785984927,130782.47726259,122872.221715057,114444.823496096,105409.897683797,95753.6670671504,85490.1824769101,74494.0773630338,62833.7961753941,50436.8970440301,37255.7602072568
"Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder",1131.00000065188,1076.4665581745,1035.64624800322,990.008889415189,942.360297437368,892.720737199587,841.044612683818,786.955238592635,731.134814517547,673.098933629778,612.727596482793,550.034962315985,484.375343071193,416.024391579086,344.59029361157,269.799816977568
"Hutan.tanaman",463441.00040946,460448.733631874,448549.243553914,437485.6648514,425838.173414424,413627.012730388,400877.772295807,387767.321520018,373888.450955106,359436.275946336,344392.846114124,328651.705740133,312429.661416133,295441.842317041,277725.001608768,259224.043681891
"Perkebunan",171537.000032068,165619.800271819,158152.663557873,151345.270438484,144891.972664993,138774.496808529,132977.970617731,127514.31316204,122302.53150464,117361.369678134,112676.716033192,108221.81526209,104024.234231126,100031.812256364,96246.6348115146,92657.9953863653
"Semak.belukar",3477.00000295001,3342.53101641385,3247.34604572748,3129.27552003979,2998.12536912234,2854.27480671723,2697.83316026583,2527.75937438008,2346.51663165079,2152.63060466966,1945.81230109287,1726.18917778911,1491.64408348207,1243.11138875501,979.250620142238,699.075892231982
"Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering",880301.999720476,900557.777115178,921083.315623856,942493.143197137,964737.216200112,987855.139540968,1011889.54405882,1036896.99248082,1062894.0614206,1089943.37821051,1118095.22881068,1147395.39485043,1177920.29219232,1209707.07665197,1242823.80808812,1277334.58332045
"Pertanian.lahan.kering..campur.semak...kebun.campur",741849.99975056,761474.785005142,776882.876592232,793820.859084694,811467.220050677,829856.25484517,849032.785680422,869139.172366583,889973.060550128,911698.581156816,934358.026352768,957945.194878212,982658.550078428,1008395.22741418,1035257.25291375,1063298.61556353
"Sawah",871983.999600915,876265.469270939,881982.830655763,887153.702865001,892086.405415674,896790.701103323,901269.27613129,905490.704977277,909531.908449703,913349.4345401,916937.216805176,920302.144339574,923385.503771958,926219.47623645,928769.918639518,931014.167890459
"Tambak",71366.0000240839,67124.0761904579,63864.5409486199,60440.2220518013,57017.1173653669,53590.3856445793,50152.1440572935,46674.8291078775,43197.5143844718,39687.474406234,36135.3508524625,32540.8110878662,28863.2846457554,25120.1445259879,21288.1634234837,17352.3997048601
"Pemukiman",311198.000262443,290219.455069901,277209.724000828,262687.516926846,247887.900193069,232701.611312988,217025.435565022,200619.939042379,183803.688980904,166328.683691985,148149.64691253,129307.002333877,109528.853536972,89025.9752483289,67697.131822177,45527.3871634552
"Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka",11563.0000121942,10914.6468961822,10586.5391813539,10138.5012876755,9638.27524161375,9087.32623784461,8485.75493898012,7825.92358504096,7125.60992409054,6374.84254461226,5572.47838038776,4720.68185258721,3806.09365180501,2837.39026182735,1807.6047835855,712.832887381183
"Pertambangan",1663.00000084255,1678.83386256577,1720.93569391823,1796.3843287243,1908.2769801844,2062.00309318495,2264.85684424404,2526.68202097555,2859.39394170796,3279.19414970082,3806.44967795268,4466.76546452642,5293.77159464451,6328.12633070346,7622.52469210288,9243.13993754588
"Tubuh.air",30572.0000245483,28821.6616830287,27768.6068078137,26484.9533146258,25111.9144863122,23651.2772740761,22102.0295721372,20446.9200189501,18722.3327973717,16906.2355221252,14995.2597590151,12993.0701944419,10870.6407889782,8645.47387986432,6302.12124208973,3831.63619963639
"Rawa",21.0000000221463,19.8225014978662,19.2266127136929,18.4129142126772,17.5044348416405,16.5038355958434,15.4112992924485,14.2129547077627,12.9410886799188,11.5775917527335,10.1203879605762,8.5734081902907,6.91239009667951,5.15309136888129,3.28285915898084,1.29460266669591
"Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara",418.00000040994,365.999329479344,320.206206833942,280.183295270949,245.163193322205,214.520567776948,187.708533698852,164.251215269342,143.722381766319,125.759512571665,110.041861382927,96.2879037079059,84.254692707915,73.7247366559358,64.5108981828504,56.4486682030158
