"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Hutan.lahan.kering.primer",13910.003419003,13265.1414656886,12924.3478314351,12476.4088634977,11974.852921584,11421.2826917107,10816.0554644847,10153.3556615945,9447.00207684954,8689.11323489352,7878.55461755172,7016.65192856744,6092.50651782888,5112.25878325418,4069.70131731206,2977.7639591178
"Hutan.lahan.kering.sekunder...bekas.tebangan",166914.040485249,159366.696492261,155286.953161,149961.130429104,143999.839436348,137422.120925487,130232.493493439,122364.934983904,113976.610696464,104977.515203109,95354.195188798,85120.9846814106,74152.8027227734,62518.3038721182,50145.2635241694,37186.7457768411
"Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder",1126.00019844876,1068.14136820166,1027.81849795377,982.666816098133,935.483961233075,886.292832130181,835.050457222496,781.383851955115,725.974468110193,668.341606284669,608.367337067443,546.067186787181,480.799316596874,412.839407203594,341.798206582335,268.387110930196
"Hutan.tanaman",463449.043378759,460106.370598453,448245.614583124,437215.671310412,425597.476884025,413411.732464596,400684.428884392,387592.762594808,373729.903428802,359291.206971192,344258.961880627,328526.932975284,312312.062020925,295329.668290148,277616.61282585,259178.869322595
"Perkebunan",171551.992435403,168539.920773713,160785.908661753,153719.938951521,147033.546880897,140705.943452106,134719.989678182,129085.564184548,123719.827265497,118639.866739072,113830.075720329,109262.35020621,104963.046159722,100878.904911216,97011.0267219849,92666.0890821265
"Semak.belukar",3472.00082460686,3322.82332341,3229.1028164069,3112.39101777213,2982.49748597726,2839.81232621695,2684.45488373233,2515.3941505398,2335.09928385156,2142.10465474793,1936.12815023847,1717.3030449258,1483.5194124634,1235.71550909163,972.556275775894,697.151703881151
"Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering",880199.867598761,900509.807895957,921030.915139549,942436.287885428,964675.885262111,987789.304670347,1011819.16920345,1036822.0323364,1062814.46616763,1089859.0882782,1118006.17640285,1147301.50455973,1177821.47753931,1209603.24471951,1242714.85602251,1277186.42700591
"Pertanian.lahan.kering..campur.semak...kebun.campur",741848.94969839,761542.237477596,776947.395594232,793882.575996671,811526.261038959,829912.73999419,849086.829275261,869190.883040433,890022.54202738,911745.932001707,934403.340378686,957988.561443628,982700.054022255,1008434.94967779,1035295.27045468,1063297.1250179
"Sawah",872027.018586496,876037.605966661,881783.806946008,886980.293583572,891935.820417847,896660.420168037,901157.018575209,905394.389250619,909449.680727509,913279.592633726,916878.209389903,920252.560645864,923344.026920848,926184.912922836,928741.154292288,931038.09782965
"Tambak",71220.0088066153,66830.1532252666,63591.1370030032,60186.2338627948,56781.2862513173,53371.5811607699,49949.3571756008,46487.1956028717,43024.1888169008,39527.7463000783,35988.5958148393,32406.4675984777,28740.9173590387,25009.3368328,21188.5822931751,17307.251506957
"Pemukiman",311244.064159754,288986.550907858,276087.418026263,261663.97702326,246952.943437633,231845.977983776,216240.690015667,199898.31687267,183138.266770236,165713.048170588,147577.918190063,128773.8095377,109029.135249636,88555.1421058814,67250.8730681608,45455.654535927
"Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka",11527.0033358095,10820.9978326592,10499.2025143108,10057.29994669,9562.8914637243,9017.48303299549,8421.2153439294,7766.50832775357,7071.1221080801,6325.1424232594,5527.45541194799,4680.24256809199,3770.20278559367,2806.00628601115,1780.72172035614,706.981800064658
"Pertambangan",1663.00001601606,1681.48009338327,1723.96098520038,1799.87601688446,1912.33779073876,2066.75459333136,2270.44351837103,2533.27610588231,2867.20118346059,3288.46067465185,3817.47020745433,4479.89314758356,5309.42978660648,6346.82271088835,7644.86819118385,9243.13996340125
"Tubuh.air",30486.0070495072,28614.6295015016,27575.7003869267,26305.6599909347,24945.4725625971,23497.0156281845,21959.3649976554,20315.3893361984,18601.4500683756,16795.6318182926,14894.6297092733,12902.1483384007,10789.2783189096,8573.51653018207,6239.48741308506,3813.17359614421
"Rawa",21.00000607721,19.7137984285455,19.1275486076625,18.3224862393069,17.4217680869446,16.4281377368704,15.34185149844,14.1490999291078,12.8822385937089,11.523205594556,10.069971688289,8.52651114166147,6.86859187103904,5.11200936984768,3.24413603951408,1.28798627581832
"Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara",421.000001103732,368.729278960723,322.590304226226,282.265819121621,246.98243692148,216.109938384979,189.097181903689,165.464599898483,144.782672255158,126.686084599686,110.851628678219,96.9956262007896,84.8732756185525,74.2654316985866,64.9835368468548,56.8538022786296
